id_contribuinte,cnae,desc_cnae,porte,regime_tributario,bairro,gap_medio_pct,taxa_omissao,meses_sem_fiscalizacao,gap_vs_bench_pct,score_risco,faixa_risco,irregularidade_confirmada,receita_media_12m
222,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Japuí,4.96,0.0,36,79.65,0.0,Baixo,0,42437.53
223,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila Bocaina,68.71,0.0833,36,69.11,0.1,Baixo,0,76518.04
224,4330-4,Acabamentos em construção,GR,Lucro Real,Vila Margarida,41.25,0.0833,36,0.0,0.2,Baixo,0,1091463.04
225,6920-6,Atividades contábeis,ME,Simples Nacional,Jardim Rio Branco,3.94,0.0,36,71.6,0.0,Baixo,0,26640.54
226,4330-4,Acabamentos em construção,EPP,Simples Nacional,Centro,6.92,0.0,36,21.71,0.1,Baixo,0,126929.35
227,5611-2,Restaurantes e similares,ME,Simples Nacional,Ilha Porchat,73.0,0.1667,36,88.82,0.1,Baixo,0,11428.27
228,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Nova,5.03,0.0,36,91.05,0.0,Baixo,0,3121.73
229,6201-5,Desenvolvimento de software,MEI,MEI,Ilha Porchat,4.04,0.0,36,96.77,0.0,Baixo,0,4310.78
230,4330-4,Acabamentos em construção,MEI,MEI,Vila São Jorge,2.99,0.0,36,96.48,0.0,Baixo,0,5711.52
231,6202-3,Desenvolvimento de sistemas,MEI,MEI,Parque Bitaru,29.74,0.0,36,97.11,0.2,Baixo,0,2658.93
232,7490-1,Consultoria empresarial,EPP,Simples Nacional,Cidade Nautica,3.7,0.0,6,4.65,7.6,Baixo,0,88399.54
233,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Jardim Rio Branco,6.14,0.0,36,0.0,0.1,Baixo,0,2757832.14
235,7490-1,Consultoria empresarial,MEI,MEI,Ilha Porchat,68.24,0.1667,36,98.48,0.5,Baixo,0,1412.4
236,8512-1,Ensino fundamental,MEI,MEI,Porto Grande,63.32,0.0833,36,98.6,0.1,Baixo,0,1512.87
237,8630-5,Atividades de atenção à saúde,MEI,MEI,Ilha Porchat,65.61,0.0,36,98.94,0.5,Baixo,0,2219.49
238,7711-0,Locação de automóveis,ME,Lucro Presumido,Esplanada dos Barreiros,74.17,0.3333,16,95.93,99.2,Alto,1,12274.03
239,4921-3,Transporte rodoviário coletivo,MEI,MEI,Vila Margarida,5.14,0.0,36,98.6,0.0,Baixo,0,7509.97
240,8630-5,Atividades de atenção à saúde,GR,Lucro Real,Porto Grande,6.02,0.0,24,0.0,9.8,Baixo,0,2232882.7
241,9602-5,Cabeleireiros e similares,ME,Simples Nacional,Vila Bocaina,31.18,0.0,36,71.08,0.0,Baixo,0,10093.41
243,6911-7,Atividades jurídicas,ME,Simples Nacional,Centro,73.55,0.25,36,93.39,0.1,Baixo,0,8686.42
244,8511-2,Educação infantil,MEI,MEI,Cidade Nautica,7.57,0.0,36,96.01,0.1,Baixo,0,3596.84
245,7490-1,Consultoria empresarial,GR,Lucro Real,Jardim Rio Branco,71.48,0.25,36,0.0,0.3,Baixo,0,210690.98
246,6920-6,Atividades contábeis,ME,Simples Nacional,Cidade Nautica,30.11,0.0,36,79.34,0.1,Baixo,0,19376.25
247,8512-1,Ensino fundamental,MEI,MEI,Vila São Jorge,7.23,0.0,36,96.46,0.0,Baixo,0,3827.6
248,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Esplanada dos Barreiros,22.99,0.1667,21,82.93,8.8,Baixo,0,35609.69
249,7711-0,Locação de automóveis,ME,Lucro Presumido,Parque Bitaru,6.3,0.0,36,83.34,0.0,Baixo,0,50224.62
250,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Cidade Nautica,67.68,0.0833,36,0.0,0.2,Baixo,0,947307.85
251,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Vila Nova,5.34,0.0,36,12.18,0.0,Baixo,0,80700.99
252,6911-7,Atividades jurídicas,MEI,MEI,Vila Nova,39.6,0.0833,11,97.51,98.5,Alto,1,3273.51
253,5310-5,Atividades dos correios,EPP,Simples Nacional,Vila Nova,5.84,0.0,36,0.0,0.0,Baixo,0,59389.72
254,8599-6,Treinamento e capacitação,MD,Lucro Real,Centro,33.45,0.0,36,0.0,0.1,Baixo,0,114353.72
255,5611-2,Restaurantes e similares,MD,Lucro Presumido,Catiapoa,31.55,0.0,24,0.0,98.3,Alto,1,308877.83
256,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Cidade Nautica,3.53,0.0,36,78.68,0.0,Baixo,0,28438.44
257,7711-0,Locação de automóveis,MD,Lucro Presumido,Centro,67.16,0.0833,9,12.7,99.6,Alto,1,263131.56
258,8599-6,Treinamento e capacitação,MEI,MEI,Esplanada dos Barreiros,5.15,0.0,36,94.66,0.1,Baixo,0,3353.46
259,5611-2,Restaurantes e similares,ME,Lucro Presumido,Porto Grande,30.55,0.0,36,73.07,0.1,Baixo,0,27524.93
260,8599-6,Treinamento e capacitação,GR,Lucro Real,Jardim Rio Branco,8.15,0.0,36,0.0,0.1,Baixo,0,388716.44
261,7711-0,Locação de automóveis,ME,Simples Nacional,Esplanada dos Barreiros,3.45,0.0,36,83.71,0.1,Baixo,0,49100.45
262,9602-5,Cabeleireiros e similares,GR,Lucro Real,Esplanada dos Barreiros,43.53,0.1667,23,0.0,12.7,Baixo,0,237008.78
263,9602-5,Cabeleireiros e similares,EPP,Lucro Presumido,Japuí,5.21,0.0,36,0.0,0.1,Baixo,0,43728.81
264,5611-2,Restaurantes e similares,ME,Simples Nacional,Glória,5.52,0.0,36,66.37,0.0,Baixo,0,34371.03
265,8650-0,Atividades de saúde humana,MEI,MEI,Glória,64.45,0.0833,36,98.75,0.5,Baixo,0,1942.97
266,7490-1,Consultoria empresarial,EPP,Lucro Presumido,Ilha Porchat,63.82,0.0833,36,66.32,0.2,Baixo,0,31226.36
267,6202-3,Desenvolvimento de sistemas,GR,Lucro Real,Vila Margarida,4.31,0.0,25,0.0,10.4,Baixo,0,989462.39
268,8512-1,Ensino fundamental,EPP,Simples Nacional,Porto Grande,71.65,0.25,36,77.1,0.2,Baixo,0,24744.6
269,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Vila Bocaina,5.7,0.0,36,59.73,0.1,Baixo,0,216529.37
270,5620-1,Serviços de alimentação,ME,Simples Nacional,Glória,15.03,0.0833,36,69.64,0.0,Baixo,0,27514.12
272,7490-1,Consultoria empresarial,MEI,MEI,Porto Grande,42.62,0.1667,36,97.47,0.0,Baixo,0,2346.93
273,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila Margarida,15.54,0.0833,36,73.49,0.0,Baixo,0,24868.57
274,9602-5,Cabeleireiros e similares,MEI,MEI,Cidade Nautica,45.22,0.1667,36,94.74,0.2,Baixo,0,1835.95
275,9311-5,Academias e fitness,ME,Simples Nacional,Glória,38.06,0.0833,36,89.28,0.1,Baixo,0,19051.74
276,4771-7,Comércio farmacêutico,ME,Simples Nacional,Jardim Rio Branco,76.42,0.3333,17,94.2,99.3,Alto,1,14367.68
277,4330-4,Acabamentos em construção,ME,Lucro Presumido,Vila Bocaina,3.71,0.0,36,75.43,0.0,Baixo,0,39839.23
278,4120-4,Construção de edifícios,MD,Lucro Presumido,Alto da Boa Vista,2.4,0.0,36,0.0,0.0,Baixo,0,809158.69
279,9602-5,Cabeleireiros e similares,MEI,MEI,Porto Grande,3.85,0.0,36,90.91,0.0,Baixo,0,3172.52
280,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Ilha Porchat,38.52,0.0833,36,43.2,0.1,Baixo,0,118478.43
281,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Jardim Rio Branco,5.17,0.0,36,0.57,0.1,Baixo,0,246328.92
282,6920-6,Atividades contábeis,MEI,MEI,Glória,13.45,0.0833,9,95.63,29.5,Baixo,0,4100.13
283,8630-5,Atividades de atenção à saúde,ME,Simples Nacional,Japuí,3.02,0.0,36,77.95,0.0,Baixo,0,45990.17
284,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Glória,6.08,0.0,36,74.27,0.0,Baixo,0,40067.13
285,5310-5,Atividades dos correios,MD,Lucro Real,Vila Margarida,15.97,0.0833,36,0.0,0.1,Baixo,0,184429.33
286,6201-5,Desenvolvimento de software,ME,Simples Nacional,Vila Nova,35.47,0.0833,36,86.65,0.2,Baixo,0,17803.63
287,8650-0,Atividades de saúde humana,ME,Simples Nacional,Porto Grande,45.24,0.1667,36,85.79,0.0,Baixo,0,22132.81
288,5620-1,Serviços de alimentação,MD,Lucro Presumido,Vila Nova,71.36,0.1667,36,0.0,0.2,Baixo,0,107740.38
289,6202-3,Desenvolvimento de sistemas,MEI,MEI,Vila Margarida,66.06,0.0833,36,98.5,0.3,Baixo,0,1374.08
290,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Vila Nova,4.2,0.0,2,79.19,46.3,Médio,0,27768.88
291,8650-0,Atividades de saúde humana,ME,Simples Nacional,Cidade Nautica,64.47,0.0833,36,91.07,0.4,Baixo,0,13914.42
292,5611-2,Restaurantes e similares,ME,Lucro Presumido,Vila Nova,5.91,0.0,36,63.7,0.1,Baixo,0,37095.63
293,7490-1,Consultoria empresarial,ME,Lucro Presumido,Catiapoa,5.08,0.0,36,73.55,0.0,Baixo,0,24524.6
294,9311-5,Academias e fitness,MEI,MEI,Ilha Porchat,3.85,0.0,36,97.55,0.2,Baixo,0,4354.27
295,4330-4,Acabamentos em construção,MEI,MEI,Cidade Nautica,4.93,0.0,36,96.83,0.0,Baixo,0,5139.52
296,6911-7,Atividades jurídicas,MEI,MEI,Japuí,32.03,0.0,36,97.37,0.0,Baixo,0,3460.95
297,8650-0,Atividades de saúde humana,MEI,MEI,Esplanada dos Barreiros,2.8,0.0,36,96.53,0.0,Baixo,0,5403.33
298,6201-5,Desenvolvimento de software,MD,Lucro Real,Glória,5.59,0.0,3,0.0,23.4,Baixo,0,369077.05
299,9311-5,Academias e fitness,EPP,Lucro Presumido,Japuí,4.59,0.0,17,45.6,90.9,Alto,0,96634.24
301,4120-4,Construção de edifícios,MEI,MEI,Vila Bocaina,9.45,0.0,24,98.08,2.7,Baixo,0,7559.22
303,5611-2,Restaurantes e similares,MEI,MEI,Japuí,5.03,0.0,36,93.14,0.1,Baixo,0,7014.68
304,6911-7,Atividades jurídicas,MEI,MEI,Parque Bitaru,3.59,0.0,16,96.08,26.6,Baixo,0,5152.8
305,4771-7,Comércio farmacêutico,ME,Simples Nacional,Porto Grande,42.84,0.1667,36,86.66,0.1,Baixo,0,33059.16
306,4120-4,Construção de edifícios,MEI,MEI,Alto da Boa Vista,30.95,0.0,19,98.57,96.5,Alto,1,5614.66
307,6911-7,Atividades jurídicas,ME,Lucro Presumido,Alto da Boa Vista,6.96,0.0,12,76.4,13.2,Baixo,0,31013.58
308,4921-3,Transporte rodoviário coletivo,MD,Lucro Presumido,Japuí,70.71,0.1667,21,55.46,98.7,Alto,1,239467.57
309,9602-5,Cabeleireiros e similares,MEI,MEI,Vila São Jorge,13.3,0.0833,36,91.88,0.0,Baixo,0,2832.1
310,4330-4,Acabamentos em construção,EPP,Simples Nacional,Cidade Nautica,37.79,0.0833,36,48.76,0.1,Baixo,0,83061.61
311,4120-4,Construção de edifícios,MEI,MEI,Vila Bocaina,11.8,0.0833,36,98.2,0.0,Baixo,0,7074.18
312,7711-0,Locação de automóveis,ME,Simples Nacional,Vila Bocaina,2.82,0.0,36,83.73,0.0,Baixo,0,49033.29
313,7711-0,Locação de automóveis,ME,Simples Nacional,Ilha Porchat,4.96,0.0,36,83.95,0.0,Baixo,0,48370.56
314,6201-5,Desenvolvimento de software,ME,Simples Nacional,Ilha Porchat,33.66,0.0,36,85.83,0.0,Baixo,0,18902.67
315,7711-0,Locação de automóveis,MEI,MEI,Jardim Rio Branco,4.69,0.0,36,97.83,0.0,Baixo,0,6554.14
316,4330-4,Acabamentos em construção,EPP,Simples Nacional,Vila Nova,63.88,0.0833,36,71.55,0.1,Baixo,0,46124.77
317,6201-5,Desenvolvimento de software,ME,Simples Nacional,Porto Grande,13.4,0.0833,27,81.5,1.2,Baixo,0,24684.32
318,9311-5,Academias e fitness,MEI,MEI,Cidade Nautica,6.63,0.0,36,97.54,0.1,Baixo,0,4371.72
319,9311-5,Academias e fitness,ME,Lucro Presumido,Jardim Rio Branco,7.37,0.0,36,86.09,0.1,Baixo,0,24703.72
320,7711-0,Locação de automóveis,MEI,MEI,Vila Nova,6.38,0.0,36,97.64,0.0,Baixo,0,7115.8
321,6911-7,Atividades jurídicas,MEI,MEI,Esplanada dos Barreiros,7.52,0.0,36,96.3,0.0,Baixo,0,4866.1
322,8630-5,Atividades de atenção à saúde,MEI,MEI,Catiapoa,5.75,0.0,36,97.17,0.0,Baixo,0,5901.75
323,8512-1,Ensino fundamental,MEI,MEI,Alto da Boa Vista,68.06,0.0833,19,98.81,99.7,Alto,1,1288.05
324,9602-5,Cabeleireiros e similares,ME,Lucro Presumido,Esplanada dos Barreiros,33.55,0.0,36,68.91,0.1,Baixo,0,10850.13
325,7711-0,Locação de automóveis,EPP,Simples Nacional,Vila São Jorge,4.98,0.0,32,34.65,30.1,Baixo,0,196962.89
326,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Bocaina,5.7,0.0,36,90.81,0.1,Baixo,0,3206.42
327,5310-5,Atividades dos correios,ME,Lucro Presumido,Ilha Porchat,34.84,0.0833,36,75.19,0.0,Baixo,0,11572.83
328,8512-1,Ensino fundamental,ME,Lucro Presumido,Cidade Nautica,5.61,0.0,36,76.76,0.0,Baixo,0,25104.48
329,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila São Jorge,5.2,0.0,36,97.37,0.0,Baixo,0,5477.57
330,5310-5,Atividades dos correios,ME,Simples Nacional,Glória,13.79,0.0833,36,63.78,0.1,Baixo,0,16898.55
331,6911-7,Atividades jurídicas,ME,Lucro Presumido,Vila Nova,72.03,0.25,36,92.86,0.5,Baixo,0,9389.49
332,7711-0,Locação de automóveis,ME,Lucro Presumido,Porto Grande,14.12,0.0833,5,86.01,12.8,Baixo,0,42158.54
333,7490-1,Consultoria empresarial,MEI,MEI,Japuí,5.81,0.0,36,95.48,0.1,Baixo,0,4187.9
334,5611-2,Restaurantes e similares,MEI,MEI,Vila Nova,4.97,0.0,36,93.22,0.0,Baixo,0,6925.97
335,6911-7,Atividades jurídicas,MEI,MEI,Parque Bitaru,3.75,0.0,36,96.17,0.2,Baixo,0,5032.23
337,4771-7,Comércio farmacêutico,MEI,MEI,Vila São Jorge,7.05,0.0,36,96.85,0.1,Baixo,0,7806.47
338,5310-5,Atividades dos correios,ME,Lucro Presumido,Catiapoa,76.69,0.25,36,91.59,0.2,Baixo,0,3921.48
339,4771-7,Comércio farmacêutico,MEI,MEI,Cidade Nautica,5.93,0.0,36,96.82,0.0,Baixo,0,7877.79
340,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Catiapoa,73.28,0.25,36,0.0,0.1,Baixo,0,835685.07
341,4330-4,Acabamentos em construção,EPP,Simples Nacional,Japuí,5.76,0.0,36,24.46,0.0,Baixo,0,122459.15
342,5611-2,Restaurantes e similares,MEI,MEI,Cidade Nautica,30.27,0.0,36,95.21,0.0,Baixo,0,4897.47
343,8511-2,Educação infantil,MD,Lucro Presumido,Jardim Rio Branco,15.05,0.0833,32,0.0,3.9,Baixo,0,214856.92
344,5310-5,Atividades dos correios,ME,Simples Nacional,Cidade Nautica,7.34,0.0,36,63.69,0.0,Baixo,0,16939.11
345,9311-5,Academias e fitness,EPP,Simples Nacional,Vila Bocaina,7.71,0.0,24,51.9,10.0,Baixo,0,85448.1
346,4921-3,Transporte rodoviário coletivo,MEI,MEI,Porto Grande,3.41,0.0,36,98.57,0.1,Baixo,0,7666.21
347,8511-2,Educação infantil,ME,Simples Nacional,Centro,7.47,0.0,36,78.31,0.2,Baixo,0,19566.64
348,5310-5,Atividades dos correios,MEI,MEI,Vila São Jorge,37.95,0.0833,36,95.84,0.1,Baixo,0,1941.38
349,6201-5,Desenvolvimento de software,MEI,MEI,Jardim Rio Branco,4.24,0.0,36,96.44,0.0,Baixo,0,4751.55
350,5310-5,Atividades dos correios,MEI,MEI,Alto da Boa Vista,4.63,0.0,36,93.5,0.3,Baixo,0,3034.2
351,8512-1,Ensino fundamental,ME,Simples Nacional,Vila Margarida,4.75,0.0,31,77.33,1.3,Baixo,0,24489.59
353,7490-1,Consultoria empresarial,MEI,MEI,Vila Margarida,66.1,0.0833,31,98.44,99.2,Alto,1,1449.26
354,5620-1,Serviços de alimentação,MEI,MEI,Jardim Rio Branco,43.04,0.1667,10,95.98,99.3,Alto,1,3645.86
355,5310-5,Atividades dos correios,MEI,MEI,Porto Grande,51.93,0.25,21,96.65,97.2,Alto,1,1562.74
356,5310-5,Atividades dos correios,EPP,Lucro Presumido,Vila São Jorge,4.89,0.0,36,0.0,0.2,Baixo,0,61355.54
357,4330-4,Acabamentos em construção,ME,Simples Nacional,Ilha Porchat,5.46,0.0,36,78.3,0.0,Baixo,0,35183.89
358,5611-2,Restaurantes e similares,MEI,MEI,Vila São Jorge,78.72,0.4167,36,98.46,0.2,Baixo,0,1576.57
359,5620-1,Serviços de alimentação,EPP,Lucro Presumido,Ilha Porchat,63.7,0.0833,36,55.26,0.2,Baixo,0,40537.72
360,8599-6,Treinamento e capacitação,MEI,MEI,Jardim Rio Branco,36.68,0.0833,36,96.63,0.5,Baixo,0,2118.01
361,4330-4,Acabamentos em construção,MD,Lucro Presumido,Centro,6.49,0.0,36,0.0,0.0,Baixo,0,441319.14
362,8512-1,Ensino fundamental,MEI,MEI,Esplanada dos Barreiros,34.99,0.0833,13,97.48,99.3,Alto,0,2718.74
363,9311-5,Academias e fitness,ME,Simples Nacional,Esplanada dos Barreiros,42.5,0.0833,36,90.61,0.1,Baixo,0,16680.03
364,6920-6,Atividades contábeis,MEI,MEI,Vila São Jorge,40.81,0.1667,36,97.09,0.1,Baixo,0,2727.31
365,4330-4,Acabamentos em construção,MEI,MEI,Vila Nova,5.46,0.0,36,96.57,0.0,Baixo,0,5559.13
366,8512-1,Ensino fundamental,MEI,MEI,Vila São Jorge,41.15,0.0833,36,97.64,0.2,Baixo,0,2548.6
367,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Cidade Nautica,5.92,0.0,17,0.0,94.3,Alto,1,252829.83
368,6920-6,Atividades contábeis,ME,Simples Nacional,Centro,67.35,0.1667,31,89.76,91.3,Alto,0,9602.31
369,8511-2,Educação infantil,ME,Simples Nacional,Centro,42.13,0.1667,14,88.56,99.5,Alto,1,10323.78
370,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Glória,3.87,0.0,36,76.56,0.0,Baixo,0,58074.26
371,4771-7,Comércio farmacêutico,ME,Simples Nacional,Vila Bocaina,8.14,0.0,36,76.56,0.0,Baixo,0,58080.79
372,4120-4,Construção de edifícios,EPP,Simples Nacional,Cidade Nautica,5.74,0.0,36,48.66,0.0,Baixo,0,201967.02
373,5611-2,Restaurantes e similares,MEI,MEI,Glória,80.09,0.3333,36,98.8,0.1,Baixo,0,1224.91
374,4921-3,Transporte rodoviário coletivo,ME,Lucro Presumido,Alto da Boa Vista,3.13,0.0,36,89.71,0.1,Baixo,0,55304.19
375,8512-1,Ensino fundamental,MD,Lucro Real,Japuí,40.27,0.1667,32,0.0,96.9,Alto,1,187976.92
376,4120-4,Construção de edifícios,MEI,MEI,Vila Margarida,64.64,0.0833,36,99.25,0.2,Baixo,0,2966.33
377,7711-0,Locação de automóveis,ME,Simples Nacional,Esplanada dos Barreiros,7.81,0.0,36,84.0,0.0,Baixo,0,48222.49
378,6202-3,Desenvolvimento de sistemas,MEI,MEI,Cidade Nautica,44.48,0.1667,36,97.63,0.3,Baixo,0,2178.48
379,8511-2,Educação infantil,ME,Simples Nacional,Jardim Rio Branco,9.85,0.0,36,79.42,0.0,Baixo,0,18571.99
380,4120-4,Construção de edifícios,MD,Lucro Real,Vila Margarida,30.86,0.0,36,0.0,0.1,Baixo,0,577765.13
381,5620-1,Serviços de alimentação,MEI,MEI,Esplanada dos Barreiros,10.42,0.0833,36,94.02,0.1,Baixo,0,5416.28
382,8511-2,Educação infantil,MEI,MEI,Vila Nova,36.7,0.0,36,97.49,0.1,Baixo,0,2264.42
383,4921-3,Transporte rodoviário coletivo,MEI,MEI,Catiapoa,4.89,0.0,34,98.65,19.9,Baixo,0,7241.94
385,9602-5,Cabeleireiros e similares,MEI,MEI,Japuí,48.86,0.25,36,95.1,0.0,Baixo,0,1710.42
386,7711-0,Locação de automóveis,MEI,MEI,Glória,34.25,0.0,36,98.39,0.1,Baixo,0,4865.55
387,4120-4,Construção de edifícios,MEI,MEI,Vila Margarida,5.84,0.0,36,97.98,0.0,Baixo,0,7934.75
389,8599-6,Treinamento e capacitação,MEI,MEI,Glória,37.95,0.0833,36,96.81,0.2,Baixo,0,2000.62
390,8650-0,Atividades de saúde humana,EPP,Lucro Presumido,Esplanada dos Barreiros,36.73,0.0833,36,38.52,0.1,Baixo,0,95743.17
391,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Porto Grande,3.78,0.0,36,19.52,0.1,Baixo,0,105786.4
392,6911-7,Atividades jurídicas,MEI,MEI,Catiapoa,12.26,0.0833,36,96.52,0.0,Baixo,0,4577.29
393,5620-1,Serviços de alimentação,MEI,MEI,Ilha Porchat,79.44,0.3333,36,98.52,0.0,Baixo,0,1344.31
394,5620-1,Serviços de alimentação,ME,Simples Nacional,Vila São Jorge,3.29,0.0,10,63.74,96.1,Alto,1,32853.23
395,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Glória,70.33,0.1667,5,93.17,98.3,Alto,1,16922.52
396,6202-3,Desenvolvimento de sistemas,MEI,MEI,Vila São Jorge,8.12,0.0,36,96.16,0.0,Baixo,0,3532.45
397,5310-5,Atividades dos correios,ME,Lucro Presumido,Glória,28.35,0.0,36,70.9,0.0,Baixo,0,13574.17
398,6920-6,Atividades contábeis,MEI,MEI,Cidade Nautica,71.77,0.1667,36,98.64,0.2,Baixo,0,1277.38
399,8512-1,Ensino fundamental,MD,Lucro Presumido,Vila Margarida,12.68,0.0833,36,0.0,0.0,Baixo,0,260933.89
400,4120-4,Construção de edifícios,EPP,Simples Nacional,Porto Grande,65.57,0.0833,36,80.3,0.1,Baixo,0,77506.6
401,4921-3,Transporte rodoviário coletivo,EPP,Lucro Presumido,Porto Grande,4.99,0.0,36,60.81,0.0,Baixo,0,210709.11
402,5620-1,Serviços de alimentação,ME,Lucro Presumido,Glória,33.92,0.0833,36,76.88,0.0,Baixo,0,20951.66
403,7711-0,Locação de automóveis,ME,Lucro Presumido,Catiapoa,41.56,0.0833,36,89.84,0.1,Baixo,0,30635.21
404,6911-7,Atividades jurídicas,MD,Lucro Presumido,Japuí,60.03,0.0,36,0.0,0.2,Baixo,0,168659.36
405,7711-0,Locação de automóveis,ME,Simples Nacional,Alto da Boa Vista,12.54,0.0833,36,84.5,0.0,Baixo,0,46726.44
406,8511-2,Educação infantil,GR,Lucro Real,Vila Bocaina,30.31,0.0,36,0.0,0.0,Baixo,0,499495.6
407,4921-3,Transporte rodoviário coletivo,MEI,MEI,Ilha Porchat,72.69,0.25,36,99.62,0.1,Baixo,0,2052.95
408,9311-5,Academias e fitness,MD,Lucro Real,Vila Nova,7.86,0.0,36,0.0,0.2,Baixo,0,313509.65
409,6920-6,Atividades contábeis,ME,Lucro Presumido,Japuí,4.16,0.0,36,69.46,0.0,Baixo,0,28641.09
410,9602-5,Cabeleireiros e similares,MEI,MEI,Porto Grande,5.69,0.0,36,90.75,0.0,Baixo,0,3229.32
411,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Alto da Boa Vista,28.1,0.25,36,70.66,0.1,Baixo,0,157775.24
412,8599-6,Treinamento e capacitação,MEI,MEI,Jardim Rio Branco,4.84,0.0,20,95.08,19.4,Baixo,1,3091.67
413,7490-1,Consultoria empresarial,ME,Lucro Presumido,Alto da Boa Vista,76.45,0.1667,36,93.4,0.5,Baixo,0,6122.98
414,8650-0,Atividades de saúde humana,MEI,MEI,Japuí,5.6,0.0,36,96.66,0.0,Baixo,0,5201.08
416,8599-6,Treinamento e capacitação,MEI,MEI,Porto Grande,6.08,0.0,36,95.01,0.1,Baixo,0,3130.22
417,5611-2,Restaurantes e similares,MEI,MEI,Ilha Porchat,6.71,0.0,35,93.64,8.0,Baixo,0,6497.45
418,8511-2,Educação infantil,ME,Lucro Presumido,Parque Bitaru,11.81,0.0833,36,80.12,0.0,Baixo,0,17934.74
419,8511-2,Educação infantil,MD,Lucro Real,Vila Nova,13.44,0.0833,36,0.0,0.0,Baixo,0,195247.35
420,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Parque Bitaru,32.61,0.0833,36,84.88,0.0,Baixo,0,31538.01
421,4771-7,Comércio farmacêutico,MEI,MEI,Vila Nova,31.51,0.0,36,97.65,0.1,Baixo,0,5814.23
422,4120-4,Construção de edifícios,MEI,MEI,Jardim Rio Branco,64.99,0.0,36,99.28,0.1,Baixo,0,2816.13
423,7490-1,Consultoria empresarial,MEI,MEI,Porto Grande,7.73,0.0,29,95.65,94.1,Alto,1,4037.3
424,8630-5,Atividades de atenção à saúde,MEI,MEI,Parque Bitaru,67.23,0.1667,36,99.03,0.4,Baixo,0,2030.78
425,8599-6,Treinamento e capacitação,ME,Lucro Presumido,Jardim Rio Branco,8.75,0.0,36,75.21,0.1,Baixo,0,15565.75
427,8512-1,Ensino fundamental,MEI,MEI,Alto da Boa Vista,65.25,0.0833,36,98.59,0.4,Baixo,0,1524.63
428,8650-0,Atividades de saúde humana,MEI,MEI,Japuí,5.86,0.0,34,96.79,94.7,Alto,1,5002.25
429,4120-4,Construção de edifícios,MEI,MEI,Jardim Rio Branco,5.82,0.0,36,98.09,0.0,Baixo,0,7502.95
430,6911-7,Atividades jurídicas,ME,Simples Nacional,Vila Bocaina,5.93,0.0,3,77.16,5.0,Baixo,0,30025.76
431,8512-1,Ensino fundamental,EPP,Simples Nacional,Catiapoa,6.29,0.0,36,20.01,0.0,Baixo,0,86422.29
432,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Vila Margarida,13.36,0.0833,36,90.78,0.1,Baixo,0,49556.28
433,6911-7,Atividades jurídicas,ME,Simples Nacional,Vila Margarida,5.64,0.0,21,77.59,3.3,Baixo,0,29454.07
434,4921-3,Transporte rodoviário coletivo,MEI,MEI,Glória,6.42,0.0,5,98.51,7.7,Baixo,0,8028.44
435,4120-4,Construção de edifícios,MD,Lucro Presumido,Vila Nova,69.02,0.25,36,37.88,0.5,Baixo,0,244372.81
436,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Vila Bocaina,4.45,0.0,36,73.91,0.1,Baixo,0,40626.88
437,4120-4,Construção de edifícios,ME,Lucro Presumido,Centro,34.05,0.3333,36,90.85,0.0,Baixo,0,36005.58
438,6911-7,Atividades jurídicas,MEI,MEI,Centro,11.81,0.0833,36,96.41,0.0,Baixo,0,4721.83
439,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Catiapoa,34.53,0.0833,5,45.36,42.7,Médio,0,71817.4
440,8512-1,Ensino fundamental,MEI,MEI,Porto Grande,6.97,0.0,36,96.52,0.0,Baixo,0,3755.66
441,4120-4,Construção de edifícios,MEI,MEI,Japuí,30.31,0.0,36,98.55,0.1,Baixo,0,5717.22
442,4921-3,Transporte rodoviário coletivo,MEI,MEI,Glória,9.05,0.0,36,98.65,0.0,Baixo,0,7234.63
443,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Jardim Rio Branco,15.62,0.0833,36,27.65,0.0,Baixo,0,150913.7
